% t	duxdy_a (bottom)	duxdy_b (top)
1000.000000	8.998330	-9.195880
1001.000000	9.065650	-9.100440
1002.000000	9.134410	-9.029160
1003.000000	9.179790	-8.978790
1004.000000	9.175010	-8.964770
1005.000000	9.135820	-8.934240
1006.000000	9.069920	-8.887660
1007.000000	9.014180	-8.827840
1008.000000	8.969570	-8.777900
1009.000000	8.880270	-8.722290
1010.000000	8.782600	-8.682630
1011.000000	8.684930	-8.635180
1012.000000	8.625740	-8.588350
1013.000000	8.614600	-8.560870
1014.000000	8.669990	-8.549160
1015.000000	8.800770	-8.551930
1016.000000	8.913170	-8.559630
1017.000000	9.042250	-8.563910
1018.000000	9.048540	-8.595030
1019.000000	9.053280	-8.642910
1020.000000	9.132990	-8.720740
1021.000000	9.241070	-8.816060
1022.000000	9.276040	-8.871390
1023.000000	9.249030	-8.876500
1024.000000	9.191820	-8.893910
1025.000000	9.142650	-8.917590
1026.000000	9.177090	-8.901850
1027.000000	9.238540	-8.886280
1028.000000	9.235510	-8.889440
1029.000000	9.221100	-8.852730
1030.000000	9.189250	-8.801350
1031.000000	9.172440	-8.762940
1032.000000	9.145340	-8.750750
1033.000000	9.107470	-8.730940
1034.000000	9.069660	-8.707650
1035.000000	9.005990	-8.692000
1036.000000	8.882230	-8.698600
1037.000000	8.754830	-8.749820
1038.000000	8.690660	-8.832410
1039.000000	8.666690	-8.881250
1040.000000	8.640930	-8.936590
1041.000000	8.643810	-8.979380
1042.000000	8.639210	-9.008710
1043.000000	8.663190	-9.076760
1044.000000	8.671930	-9.096570
1045.000000	8.627560	-9.083620
1046.000000	8.563700	-9.038860
1047.000000	8.517600	-8.979280
1048.000000	8.492020	-8.955770
1049.000000	8.468440	-8.956100
1050.000000	8.474210	-8.951460
1051.000000	8.497650	-8.916260
1052.000000	8.515250	-8.852560
1053.000000	8.504680	-8.800250
1054.000000	8.462570	-8.755570
1055.000000	8.443040	-8.749840
1056.000000	8.446110	-8.754770
1057.000000	8.446000	-8.715050
1058.000000	8.439200	-8.663530
1059.000000	8.419160	-8.604940
1060.000000	8.392460	-8.581580
1061.000000	8.359460	-8.556500
1062.000000	8.306800	-8.551620
1063.000000	8.246300	-8.560720
1064.000000	8.217040	-8.572900
1065.000000	8.225630	-8.578430
1066.000000	8.241610	-8.563810
1067.000000	8.237900	-8.579100
1068.000000	8.231520	-8.621840
1069.000000	8.287020	-8.652080
1070.000000	8.369550	-8.676830
1071.000000	8.481000	-8.679750
