% t	duxdy_a (bottom)	duxdy_b (top)
1000.000000	5.640780	-5.867650
1001.000000	5.678790	-5.845460
1002.000000	5.724120	-5.826550
1003.000000	5.771630	-5.812900
1004.000000	5.819740	-5.801640
1005.000000	5.865590	-5.784740
1006.000000	5.898140	-5.763330
1007.000000	5.917260	-5.747040
1008.000000	5.937450	-5.738740
1009.000000	5.978340	-5.730620
1010.000000	6.026280	-5.714350
1011.000000	6.033730	-5.686900
1012.000000	6.016460	-5.651920
1013.000000	6.007840	-5.616480
1014.000000	6.005430	-5.588770
1015.000000	6.004950	-5.575220
1016.000000	6.005710	-5.576520
1017.000000	6.003480	-5.581610
1018.000000	5.999310	-5.578790
1019.000000	5.995030	-5.569080
1020.000000	5.988440	-5.560830
1021.000000	5.973650	-5.555150
1022.000000	5.947020	-5.551740
1023.000000	5.910890	-5.551430
1024.000000	5.876830	-5.555700
1025.000000	5.854940	-5.569470
1026.000000	5.846150	-5.594900
1027.000000	5.851270	-5.630060
1028.000000	5.869310	-5.669030
1029.000000	5.899100	-5.704490
1030.000000	5.940380	-5.734720
1031.000000	5.983150	-5.762340
1032.000000	6.010470	-5.789370
1033.000000	6.014490	-5.818770
1034.000000	6.008570	-5.861410
1035.000000	5.998920	-5.927300
1036.000000	5.977720	-5.997650
1037.000000	5.942950	-6.043570
1038.000000	5.899750	-6.064840
1039.000000	5.856760	-6.070610
1040.000000	5.809800	-6.085140
1041.000000	5.763820	-6.130400
1042.000000	5.727610	-6.177320
1043.000000	5.705150	-6.196610
1044.000000	5.695730	-6.212740
1045.000000	5.690880	-6.223780
1046.000000	5.680910	-6.224890
1047.000000	5.662710	-6.221390
1048.000000	5.639190	-6.219060
1049.000000	5.617870	-6.231420
1050.000000	5.607240	-6.267520
1051.000000	5.616100	-6.313020
1052.000000	5.646150	-6.347610
1053.000000	5.682710	-6.370410
1054.000000	5.701980	-6.381820
1055.000000	5.711120	-6.377100
1056.000000	5.710660	-6.361330
1057.000000	5.699970	-6.343120
1058.000000	5.682400	-6.329120
1059.000000	5.661870	-6.316400
1060.000000	5.644870	-6.307660
1061.000000	5.633980	-6.289720
1062.000000	5.622320	-6.245700
1063.000000	5.606240	-6.199850
1064.000000	5.585210	-6.158420
1065.000000	5.557370	-6.106170
1066.000000	5.522540	-6.055360
1067.000000	5.483500	-6.034200
1068.000000	5.444860	-6.030020
1069.000000	5.411840	-6.015490
1070.000000	5.387450	-5.988820
1071.000000	5.369380	-5.968290
1072.000000	5.356500	-5.959100
1073.000000	5.347440	-5.955960
1074.000000	5.340680	-5.955950
1075.000000	5.338690	-5.952310
1076.000000	5.342840	-5.945220
1077.000000	5.353760	-5.939020
1078.000000	5.377450	-5.943470
1079.000000	5.421160	-5.964350
1080.000000	5.472820	-5.992880
1081.000000	5.509450	-6.014920
1082.000000	5.541090	-6.023990
1083.000000	5.569790	-6.020490
1084.000000	5.590400	-6.011960
1085.000000	5.602280	-6.005180
1086.000000	5.607680	-6.007180
1087.000000	5.612260	-6.014990
1088.000000	5.620370	-6.019520
1089.000000	5.634140	-6.015650
1090.000000	5.652820	-6.010310
1091.000000	5.669800	-6.011380
1092.000000	5.684210	-6.020440
1093.000000	5.697740	-6.032930
1094.000000	5.709340	-6.042240
1095.000000	5.716590	-6.041200
1096.000000	5.721280	-6.025100
1097.000000	5.730350	-6.001390
1098.000000	5.746080	-5.981030
1099.000000	5.758510	-5.967870
1100.000000	5.758930	-5.957280
1101.000000	5.749950	-5.945490
1102.000000	5.736000	-5.931370
1103.000000	5.725750	-5.921990
1104.000000	5.736720	-5.925370
1105.000000	5.775190	-5.943520
1106.000000	5.828240	-5.970160
1107.000000	5.884010	-6.000290
1108.000000	5.937040	-6.021920
1109.000000	5.977970	-6.032040
1110.000000	5.998680	-6.041170
1111.000000	6.003650	-6.043170
1112.000000	6.001580	-6.030680
1113.000000	6.007810	-6.015500
1114.000000	6.019940	-6.013840
1115.000000	6.025190	-6.027490
1116.000000	6.021540	-6.037830
1117.000000	6.014860	-6.034100
1118.000000	6.015630	-6.018880
1119.000000	6.037530	-6.000930
1120.000000	6.046440	-6.005590
1121.000000	6.038690	-6.027790
1122.000000	6.025560	-6.044750
1123.000000	6.014610	-6.062940
1124.000000	6.006850	-6.081020
1125.000000	5.989520	-6.087450
1126.000000	5.956260	-6.072400
1127.000000	5.912650	-6.037230
1128.000000	5.865970	-5.991230
1129.000000	5.823390	-5.940100
1130.000000	5.794240	-5.884590
1131.000000	5.783510	-5.827070
